Country,Code,Year,Outbound Mobility Ratio (%)
Australia,AUS,2005,0.92493999
Australia,AUS,2006,0.940900028
Australia,AUS,2007,0.949029982
Australia,AUS,2008,0.877960026
Australia,AUS,2009,0.853690028
Australia,AUS,2010,0.832660019
Australia,AUS,2011,0.816100001
Australia,AUS,2012,0.812449992
Australia,AUS,2013,0.837819993
Austria,AUT,1998,4.676000118
Austria,AUT,1999,4.643070221
Austria,AUT,2000,4.540860176
Austria,AUT,2001,4.521999836
Austria,AUT,2002,5.629849911
Austria,AUT,2003,5.656060219
Austria,AUT,2004,5.100619793
Austria,AUT,2005,4.736320019
Austria,AUT,2006,3.926090002
Austria,AUT,2007,4.015120029
Austria,AUT,2008,3.592969894
Austria,AUT,2009,3.758300066
Austria,AUT,2010,3.659509897
Austria,AUT,2011,3.835259914
Austria,AUT,2012,4.042890072
Austria,AUT,2013,3.697390079
Bangladesh,BGD,1999,1.010820031
Bangladesh,BGD,2000,1.088140011
Bangladesh,BGD,2001,1.071730018
Bangladesh,BGD,2002,1.35323
Bangladesh,BGD,2003,1.752979994
Bangladesh,BGD,2004,1.763710022
Bangladesh,BGD,2005,1.581830025
Bangladesh,BGD,2006,1.378589988
Bangladesh,BGD,2007,1.375699997
Bangladesh,BGD,2008,1.283010006
Bangladesh,BGD,2009,1.222779989
Bangladesh,BGD,2011,1.125759959
Bangladesh,BGD,2012,1.11382997
Belarus,BLR,1998,1.688490033
Belarus,BLR,1999,1.606050014
Belarus,BLR,2000,1.623239994
Belarus,BLR,2001,1.481240034
Belarus,BLR,2002,1.804360032
Belarus,BLR,2003,1.553869963
Belarus,BLR,2004,2.087280035
Belarus,BLR,2005,2.140589952
Belarus,BLR,2006,2.264149904
Belarus,BLR,2007,2.665699959
Belarus,BLR,2008,5.468349934
Belarus,BLR,2009,5.151209831
Belarus,BLR,2010,6.126060009
Belarus,BLR,2011,6.912909985
Belarus,BLR,2012,7.080180168
Belarus,BLR,2013,6.385680199
Belgium,BEL,1999,2.752510071
Belgium,BEL,2000,2.840970039
Belgium,BEL,2001,2.938489914
Belgium,BEL,2002,2.96536994
Belgium,BEL,2003,3.173290014
Belgium,BEL,2004,2.612179995
Belgium,BEL,2005,2.557660103
Belgium,BEL,2006,2.64722991
Belgium,BEL,2007,2.688549995
Belgium,BEL,2008,2.448489904
Belgium,BEL,2009,2.449160099
Belgium,BEL,2010,2.523269892
Belgium,BEL,2011,2.648430109
Belgium,BEL,2012,2.775079966
Belgium,BEL,2013,3.344180107
Brazil,BRA,1998,0.725899994
Brazil,BRA,1999,0.662100017
Brazil,BRA,2000,0.621079981
Brazil,BRA,2001,0.558719993
Brazil,BRA,2002,0.54531002
Brazil,BRA,2003,0.502879977
Brazil,BRA,2004,0.451099992
Brazil,BRA,2005,0.424809992
Brazil,BRA,2007,0.408369988
Brazil,BRA,2008,0.386070013
Brazil,BRA,2009,0.429069996
Brazil,BRA,2010,0.423539996
Brazil,BRA,2011,0.421660006
Brazil,BRA,2012,0.41753
Brazil,BRA,2013,0.437669992
Brunei,BRN,1998,71.71752167
Brunei,BRN,1999,60.08097076
Brunei,BRN,2000,54.68122101
Brunei,BRN,2001,45.18151093
Brunei,BRN,2002,45.405159
Brunei,BRN,2003,42.58689117
Brunei,BRN,2004,39.67866898
Brunei,BRN,2005,49.19371033
Brunei,BRN,2006,42.3832016
Brunei,BRN,2007,48.37245178
Brunei,BRN,2008,51.84590912
Brunei,BRN,2009,51.21990967
Brunei,BRN,2010,57.56578827
Brunei,BRN,2011,51.69390869
Brunei,BRN,2012,42.58636856
Brunei,BRN,2013,38.25598907
Bulgaria,BGR,1998,3.816309929
Bulgaria,BGR,1999,3.731159925
Bulgaria,BGR,2000,4.49793005
Bulgaria,BGR,2001,5.85311985
Bulgaria,BGR,2002,8.069069862
Bulgaria,BGR,2003,9.654829979
Bulgaria,BGR,2004,10.80366993
Bulgaria,BGR,2005,10.79222965
Bulgaria,BGR,2006,10.46887016
Bulgaria,BGR,2007,9.50605011
Bulgaria,BGR,2008,8.793860435
Bulgaria,BGR,2009,8.619319916
Bulgaria,BGR,2010,8.412059784
Bulgaria,BGR,2011,8.515190125
Bulgaria,BGR,2012,8.830470085
Bulgaria,BGR,2013,8.671979904
Cambodia,KHM,2000,7.52959013
Cambodia,KHM,2001,6.952219963
Cambodia,KHM,2002,6.071320057
Cambodia,KHM,2003,5.482689857
Cambodia,KHM,2004,5.415949821
Cambodia,KHM,2005,4.365180016
Cambodia,KHM,2006,2.780119896
Cambodia,KHM,2007,2.485349894
Cambodia,KHM,2008,2.263870001
Cambodia,KHM,2009,2.28621006
Cambodia,KHM,2010,2.13519001
Cambodia,KHM,2011,1.905050039
Cameroon,CMR,1999,14.56159973
Cameroon,CMR,2000,16.31176949
Cameroon,CMR,2001,16.65122986
Cameroon,CMR,2002,15.81235981
Cameroon,CMR,2003,17.76195908
Cameroon,CMR,2004,17.61412048
Cameroon,CMR,2005,15.88825035
Cameroon,CMR,2006,13.77315044
Cameroon,CMR,2007,13.22560024
Cameroon,CMR,2008,12.77116013
Cameroon,CMR,2009,11.30963039
Cameroon,CMR,2010,9.493069649
Cameroon,CMR,2011,9.419500351
Costa Rica,CRI,2004,1.494079947
Costa Rica,CRI,2011,1.03918004
Costa Rica,CRI,2012,1.031329989
Costa Rica,CRI,2013,1.034540057
Cuba,CUB,1998,1.269659996
Cuba,CUB,1999,0.863399982
Cuba,CUB,2000,1.057510018
Cuba,CUB,2001,0.903779984
Cuba,CUB,2002,0.724919975
Cuba,CUB,2003,0.736029983
Cuba,CUB,2004,0.302370012
Cuba,CUB,2005,0.271970004
Cuba,CUB,2006,0.20239
Cuba,CUB,2007,0.166759998
Cuba,CUB,2008,0.161249995
Cuba,CUB,2009,0.180720001
Cuba,CUB,2010,0.264519989
Cuba,CUB,2011,0.320760012
Cuba,CUB,2012,0.392399997
Cuba,CUB,2013,0.487360001
Cyprus,CYP,1999,124.9400482
Cyprus,CYP,2000,159.5872498
Cyprus,CYP,2001,139.0539093
Cyprus,CYP,2002,101.0644836
Cyprus,CYP,2003,93.2273407
Cyprus,CYP,2004,91.23458862
Cyprus,CYP,2005,106.3552094
Cyprus,CYP,2006,93.50074768
Cyprus,CYP,2007,103.8286819
Cyprus,CYP,2008,94.93019104
Cyprus,CYP,2009,83.0509491
Cyprus,CYP,2010,83.94863892
Cyprus,CYP,2011,84.00122833
Cyprus,CYP,2012,84.50679779
Czechia,CZE,1998,1.904289961
Czechia,CZE,1999,1.795660019
Czechia,CZE,2000,1.793910027
Czechia,CZE,2001,2.028539896
Czechia,CZE,2002,2.143599987
Czechia,CZE,2003,2.40060997
Czechia,CZE,2004,2.105439901
Czechia,CZE,2005,2.046099901
Czechia,CZE,2006,2.051719904
Czechia,CZE,2007,1.991019964
Czechia,CZE,2008,2.39515996
Czechia,CZE,2009,2.529210091
Czechia,CZE,2010,2.618119955
Czechia,CZE,2011,2.668200016
Czechia,CZE,2012,2.745840073
Czechia,CZE,2013,2.929059982
Denmark,DNK,1998,3.362179995
Denmark,DNK,1999,3.380880117
Denmark,DNK,2000,3.480340004
Denmark,DNK,2001,3.294939995
Denmark,DNK,2002,3.389889956
Denmark,DNK,2003,3.349299908
Denmark,DNK,2004,2.512419939
Denmark,DNK,2005,2.331860065
Denmark,DNK,2006,2.262769938
Denmark,DNK,2007,2.188110113
Denmark,DNK,2008,2.152509928
Denmark,DNK,2009,2.209110022
Denmark,DNK,2010,2.215049982
Denmark,DNK,2011,2.341939926
Denmark,DNK,2012,2.121390104
Denmark,DNK,2013,1.804450035
Egypt,EGY,1999,0.423150003
Egypt,EGY,2001,0.45807001
Egypt,EGY,2002,0.433230013
Egypt,EGY,2003,0.461780012
Egypt,EGY,2004,0.423680007
Egypt,EGY,2005,0.408960015
Egypt,EGY,2006,0.415250003
Egypt,EGY,2007,0.437059999
Egypt,EGY,2008,0.484820008
Egypt,EGY,2009,0.494150013
Egypt,EGY,2010,0.541419983
Egypt,EGY,2011,0.656120002
Egypt,EGY,2012,0.706860006
Egypt,EGY,2013,0.796949983
Estonia,EST,1998,6.76154995
Estonia,EST,1999,6.548349857
Estonia,EST,2000,6.398169994
Estonia,EST,2001,6.890029907
Estonia,EST,2002,5.919819832
Estonia,EST,2003,6.448719978
Estonia,EST,2004,5.326759815
Estonia,EST,2005,5.307849884
Estonia,EST,2006,5.006440163
Estonia,EST,2007,4.751550198
Estonia,EST,2008,5.171730042
Estonia,EST,2009,5.530439854
Estonia,EST,2010,5.820059776
Estonia,EST,2011,6.228409767
Estonia,EST,2012,6.691609859
Estonia,EST,2013,6.437109947
Fiji,FJI,2003,14.34385014
Fiji,FJI,2004,12.83736038
Fiji,FJI,2005,13.47801971
Finland,FIN,1998,3.788889885
Finland,FIN,1999,3.774960041
Finland,FIN,2000,3.788340092
Finland,FIN,2001,3.579370022
Finland,FIN,2002,3.628289938
Finland,FIN,2003,3.586539984
Finland,FIN,2004,2.02222991
Finland,FIN,2005,1.913709998
Finland,FIN,2006,1.969249964
Finland,FIN,2007,1.955639958
Finland,FIN,2008,2.094820023
Finland,FIN,2009,2.383209944
Finland,FIN,2010,2.431070089
Finland,FIN,2011,2.486500025
Finland,FIN,2012,2.635760069
Finland,FIN,2013,2.673540115
France,FRA,1998,2.305789948
France,FRA,1999,2.401160002
France,FRA,2000,2.504040003
France,FRA,2001,2.589799881
France,FRA,2002,2.752049923
France,FRA,2003,2.706549883
France,FRA,2004,2.155849934
France,FRA,2005,2.247159958
France,FRA,2006,2.423749924
France,FRA,2007,2.505680084
France,FRA,2008,2.128700018
France,FRA,2009,2.436719894
France,FRA,2010,2.546610117
France,FRA,2011,2.661489964
France,FRA,2012,2.774580002
France,FRA,2013,3.59510994
Georgia,GEO,1999,2.997760057
Georgia,GEO,2000,3.186700106
Georgia,GEO,2001,3.309710026
Georgia,GEO,2002,3.533710003
Georgia,GEO,2003,3.904069901
Georgia,GEO,2004,4.37319994
Georgia,GEO,2005,4.231699944
Georgia,GEO,2006,5.211629868
Georgia,GEO,2007,5.828929901
Georgia,GEO,2008,6.410439968
Georgia,GEO,2009,9.280619621
Georgia,GEO,2010,8.265119553
Georgia,GEO,2011,7.644659996
Georgia,GEO,2012,10.02807999
Georgia,GEO,2013,8.785149574
Greece,GRC,1998,16.58790016
Greece,GRC,1999,17.26169014
Greece,GRC,2000,15.07777977
Greece,GRC,2001,12.9086504
Greece,GRC,2002,10.42292976
Greece,GRC,2003,8.999830246
Greece,GRC,2004,7.93159008
Greece,GRC,2005,6.447289944
Greece,GRC,2006,5.275990009
Greece,GRC,2007,5.305630207
Greece,GRC,2010,4.553470135
Greece,GRC,2011,4.446889877
Greece,GRC,2012,5.14384985
Guinea,GIN,1998,22.29207039
Guinea,GIN,2004,16.32910919
Guinea,GIN,2005,13.17899036
Guinea,GIN,2006,9.010540009
Guinea,GIN,2007,6.166429996
Guinea,GIN,2008,5.648749828
Guinea,GIN,2009,5.508969784
Guinea,GIN,2010,5.797719955
Guinea,GIN,2011,6.034190178
Guinea,GIN,2012,6.00924015
Guinea,GIN,2013,5.167109966
Hong Kong,HKG,2003,23.8385601
Hong Kong,HKG,2004,22.8546505
Hong Kong,HKG,2005,22.25412941
Hong Kong,HKG,2006,20.22006035
Hong Kong,HKG,2007,17.0546093
Hong Kong,HKG,2008,13.30739021
Hong Kong,HKG,2009,13.02880001
Hong Kong,HKG,2010,12.37598991
Hong Kong,HKG,2011,11.56546974
Hong Kong,HKG,2012,11.3916502
Hong Kong,HKG,2013,10.59442997
Hungary,HUN,1998,2.613729954
Hungary,HUN,1999,2.313549995
Hungary,HUN,2000,2.26602006
Hungary,HUN,2001,2.230580091
Hungary,HUN,2002,2.233449936
Hungary,HUN,2003,2.112449884
Hungary,HUN,2004,1.782500029
Hungary,HUN,2005,1.738150001
Hungary,HUN,2006,1.619040012
Hungary,HUN,2007,1.664620042
Hungary,HUN,2008,1.691249967
Hungary,HUN,2009,1.884570003
Hungary,HUN,2010,2.072730064
Hungary,HUN,2011,2.119040012
Hungary,HUN,2012,2.061029911
Hungary,HUN,2013,2.371490002
Iceland,ISL,1998,29.62962914
Iceland,ISL,1999,28.76388931
Iceland,ISL,2000,25.49172974
Iceland,ISL,2001,24.24431992
Iceland,ISL,2002,25.8015995
Iceland,ISL,2003,22.56793976
Iceland,ISL,2004,15.20685959
Iceland,ISL,2005,15.38640976
Iceland,ISL,2006,15.46020985
Iceland,ISL,2007,15.73066998
Iceland,ISL,2008,14.37275982
Iceland,ISL,2009,15.56632996
Iceland,ISL,2010,15.49221992
Iceland,ISL,2011,14.31385994
Iceland,ISL,2012,14.4012804
India,IND,2000,0.662890017
India,IND,2001,0.755209982
India,IND,2002,0.948199987
India,IND,2003,1.052880049
India,IND,2004,1.129240036
India,IND,2005,1.239959955
India,IND,2006,1.132359982
India,IND,2007,1.086539984
India,IND,2008,1.067010045
India,IND,2009,1.098449945
India,IND,2010,1.006340027
India,IND,2011,0.766369998
India,IND,2012,0.660839975
India,IND,2013,0.636879981
Iran,IRN,1999,1.762410045
Iran,IRN,2000,1.544700027
Iran,IRN,2001,1.305240035
Iran,IRN,2002,1.335919976
Iran,IRN,2003,1.26809001
Iran,IRN,2004,1.180649996
Iran,IRN,2005,1.158519983
Iran,IRN,2006,1.000869989
Iran,IRN,2007,1.012210011
Iran,IRN,2008,0.951070011
Iran,IRN,2009,1.168830037
Iran,IRN,2010,1.164700031
Iran,IRN,2011,1.203830004
Iran,IRN,2012,1.159479976
Iran,IRN,2013,1.145920038
Iraq,IRQ,1999,1.810260057
Iraq,IRQ,2000,1.727489948
Iraq,IRQ,2002,1.595239997
Iraq,IRQ,2004,1.042170048
Iraq,IRQ,2005,1.292440057
Ireland,IRL,1998,13.74479961
Ireland,IRL,1999,12.84331036
Ireland,IRL,2000,11.09632969
Ireland,IRL,2001,9.362409592
Ireland,IRL,2002,8.724129677
Ireland,IRL,2003,8.805339813
Ireland,IRL,2004,9.314259529
Ireland,IRL,2005,10.28166008
Ireland,IRL,2006,10.70221996
Ireland,IRL,2007,10.19799042
Ireland,IRL,2008,10.07771015
Ireland,IRL,2009,10.09368038
Ireland,IRL,2010,10.31365013
Ireland,IRL,2011,10.46560955
Ireland,IRL,2012,9.624340057
Italy,ITA,1998,2.075920105
Italy,ITA,1999,2.206549883
Italy,ITA,2000,2.345180035
Italy,ITA,2001,2.332439899
Italy,ITA,2002,2.273849964
Italy,ITA,2003,2.271950006
Italy,ITA,2004,1.762290001
Italy,ITA,2005,1.706730008
Italy,ITA,2006,1.47566998
Italy,ITA,2007,1.543560028
Italy,ITA,2008,1.577280045
Italy,ITA,2009,1.79531002
Italy,ITA,2010,2.037470102
Italy,ITA,2011,2.2260499
Italy,ITA,2012,2.467060089
Japan,JPN,1998,1.440289974
Japan,JPN,1999,1.481699944
Japan,JPN,2000,1.489230037
Japan,JPN,2001,1.438189983
Japan,JPN,2002,1.611799955
Japan,JPN,2003,1.630740047
Japan,JPN,2004,1.525200009
Japan,JPN,2005,1.591590047
Japan,JPN,2006,1.448140025
Japan,JPN,2007,1.372400045
Japan,JPN,2008,1.290770054
Japan,JPN,2009,1.171830058
Japan,JPN,2010,1.051280022
Japan,JPN,2011,0.920769989
Japan,JPN,2012,0.860220015
Jordan,JOR,2000,8.495849609
Jordan,JOR,2002,7.783150196
Jordan,JOR,2003,6.738850117
Jordan,JOR,2004,5.806000233
Jordan,JOR,2005,5.761789799
Jordan,JOR,2006,5.825379848
Jordan,JOR,2007,5.717020035
Jordan,JOR,2008,5.345359802
Jordan,JOR,2009,5.501049995
Jordan,JOR,2010,6.126329899
Jordan,JOR,2011,6.255090237
Jordan,JOR,2012,5.438640118
Kyrgyzstan,KGZ,1998,3.74090004
Kyrgyzstan,KGZ,1999,3.687639952
Kyrgyzstan,KGZ,2000,1.697900057
Kyrgyzstan,KGZ,2001,1.576020002
Kyrgyzstan,KGZ,2002,1.581680059
Kyrgyzstan,KGZ,2003,1.336210012
Kyrgyzstan,KGZ,2004,1.521749973
Kyrgyzstan,KGZ,2005,1.376440048
Kyrgyzstan,KGZ,2006,1.549499989
Kyrgyzstan,KGZ,2007,1.704239964
Kyrgyzstan,KGZ,2008,1.567479968
Kyrgyzstan,KGZ,2009,1.682690024
Kyrgyzstan,KGZ,2010,1.939329982
Kyrgyzstan,KGZ,2011,2.204459906
Kyrgyzstan,KGZ,2013,2.06765008
Laos,LAO,1998,15.01992035
Laos,LAO,1999,13.48956966
Laos,LAO,2000,9.028909683
Laos,LAO,2001,6.588590145
Laos,LAO,2002,5.334959984
Laos,LAO,2003,5.575809956
Laos,LAO,2004,5.919730186
Laos,LAO,2005,5.006430149
Laos,LAO,2006,5.302740097
Laos,LAO,2007,4.651949883
Laos,LAO,2008,4.341969967
Laos,LAO,2009,3.772949934
Laos,LAO,2010,3.277319908
Laos,LAO,2011,3.307899952
Laos,LAO,2012,3.438649893
Laos,LAO,2013,3.636140108
Latvia,LVA,1998,3.338890076
Latvia,LVA,1999,2.894860029
Latvia,LVA,2000,2.863029957
Latvia,LVA,2001,2.943059921
Latvia,LVA,2002,2.829799891
Latvia,LVA,2003,3.062429905
Latvia,LVA,2004,2.676110029
Latvia,LVA,2005,2.667330027
Latvia,LVA,2006,2.684839964
Latvia,LVA,2007,2.989639997
Latvia,LVA,2008,3.180439949
Latvia,LVA,2009,3.389970064
Latvia,LVA,2010,4.498650074
Latvia,LVA,2011,5.812190056
Latvia,LVA,2012,6.536409855
Latvia,LVA,2013,6.651380062
Lebanon,LBN,1999,7.483500004
Lebanon,LBN,2000,7.645199776
Lebanon,LBN,2001,7.407949924
Lebanon,LBN,2002,8.23499012
Lebanon,LBN,2003,9.08096981
Lebanon,LBN,2004,8.780209541
Lebanon,LBN,2005,8.090970039
Lebanon,LBN,2006,7.91617012
Lebanon,LBN,2007,7.2915802
Lebanon,LBN,2008,7.243919849
Lebanon,LBN,2009,7.037580013
Lebanon,LBN,2010,6.544970036
Lebanon,LBN,2011,6.068580151
Lebanon,LBN,2012,5.928619862
Lebanon,LBN,2013,5.211160183
Liechtenstein,LIE,2003,151.3636475
Liechtenstein,LIE,2004,127.0676727
Liechtenstein,LIE,2005,130.9297943
Liechtenstein,LIE,2006,134.7484283
Liechtenstein,LIE,2007,131.4264526
Liechtenstein,LIE,2008,107.875
Liechtenstein,LIE,2009,119.297081
Liechtenstein,LIE,2010,122.5540009
Liechtenstein,LIE,2011,99.93946838
Liechtenstein,LIE,2012,97.39582825
Lithuania,LTU,1998,3.442939997
Lithuania,LTU,1999,3.02925992
Lithuania,LTU,2000,3.174629927
Lithuania,LTU,2001,3.626379967
Lithuania,LTU,2002,3.785919905
Lithuania,LTU,2003,3.928260088
Lithuania,LTU,2004,3.535059929
Lithuania,LTU,2005,3.473020077
Lithuania,LTU,2006,3.294090033
Lithuania,LTU,2007,3.374219894
Lithuania,LTU,2008,3.470220089
Lithuania,LTU,2009,3.693000078
Lithuania,LTU,2010,4.340109825
Lithuania,LTU,2011,5.511809826
Lithuania,LTU,2012,6.896259785
Lithuania,LTU,2013,7.450329781
Macao,MAC,1999,10.51220036
Macao,MAC,2000,10.3332901
Macao,MAC,2001,5.964129925
Macao,MAC,2002,4.493850231
Macao,MAC,2003,3.685669899
Macao,MAC,2004,3.451139927
Macao,MAC,2005,4.191720009
Macao,MAC,2006,4.396550179
Macao,MAC,2007,5.100130081
Macao,MAC,2008,5.386700153
Macao,MAC,2009,5.401490211
Macao,MAC,2010,5.967569828
Macao,MAC,2011,6.050330162
Macao,MAC,2012,6.9917202
Macao,MAC,2013,7.571640015
Madagascar,MDG,1998,8.508500099
Madagascar,MDG,1999,8.490260124
Madagascar,MDG,2000,8.910630226
Madagascar,MDG,2001,9.444970131
Madagascar,MDG,2002,10.55313969
Madagascar,MDG,2003,11.59372997
Madagascar,MDG,2004,9.475640297
Madagascar,MDG,2005,9.234660149
Madagascar,MDG,2006,8.515029907
Madagascar,MDG,2007,7.123439789
Madagascar,MDG,2008,6.648009777
Madagascar,MDG,2009,6.14564991
Madagascar,MDG,2010,5.75770998
Madagascar,MDG,2011,5.532979965
Madagascar,MDG,2012,5.346169949
Madagascar,MDG,2013,4.351270199
Malaysia,MYS,1998,13.31737041
Malaysia,MYS,1999,11.46175003
Malaysia,MYS,2000,8.248490334
Malaysia,MYS,2001,7.943419933
Malaysia,MYS,2002,7.347559929
Malaysia,MYS,2003,6.73363018
Malaysia,MYS,2004,6.605830193
Malaysia,MYS,2005,6.802130222
Malaysia,MYS,2006,6.646140099
Malaysia,MYS,2007,6.539770126
Malaysia,MYS,2008,6.103089809
Malaysia,MYS,2009,5.985040188
Malaysia,MYS,2010,5.609409809
Malaysia,MYS,2011,5.775559902
Malaysia,MYS,2012,5.43200016
Malta,MLT,1998,7.570670128
Malta,MLT,1999,8.59002018
Malta,MLT,2000,10.03958988
Malta,MLT,2001,8.648750305
Malta,MLT,2002,9.326350212
Malta,MLT,2003,7.142859936
Malta,MLT,2004,9.203000069
Malta,MLT,2005,8.505450249
Malta,MLT,2006,10.79915047
Malta,MLT,2007,10.45254993
Malta,MLT,2008,10.70876026
Malta,MLT,2009,11.01879978
Malta,MLT,2010,11.27305984
Malta,MLT,2011,10.70956993
Malta,MLT,2012,11.10791969
Mauritius,MUS,1999,31.81524086
Mauritius,MUS,2000,36.72436905
Mauritius,MUS,2001,28.7627697
Mauritius,MUS,2002,40.16450119
Mauritius,MUS,2003,42.57767868
Mauritius,MUS,2004,41.12208939
Mauritius,MUS,2005,35.51583862
Mauritius,MUS,2006,34.29645157
Mauritius,MUS,2007,32.70301819
Mauritius,MUS,2008,29.66249084
Mauritius,MUS,2009,25.38555908
Mauritius,MUS,2010,21.59321022
Mauritius,MUS,2011,19.01963043
Mauritius,MUS,2012,15.99018002
Mauritius,MUS,2013,14.51360035
Moldova,MDA,1999,8.593449593
Moldova,MDA,2000,8.819169998
Moldova,MDA,2001,7.75124979
Moldova,MDA,2002,7.675139904
Moldova,MDA,2003,7.538650036
Moldova,MDA,2004,7.708300114
Moldova,MDA,2005,7.675489902
Moldova,MDA,2006,6.607999802
Moldova,MDA,2007,6.763599873
Moldova,MDA,2008,10.44909
Moldova,MDA,2009,9.462169647
Moldova,MDA,2010,11.64892006
Moldova,MDA,2011,13.69983959
Moldova,MDA,2012,12.50800991
Moldova,MDA,2013,14.19727039
Mongolia,MNG,1998,3.671439886
Mongolia,MNG,1999,3.215770006
Mongolia,MNG,2000,3.297100067
Mongolia,MNG,2001,3.468539953
Mongolia,MNG,2002,3.873759985
Mongolia,MNG,2003,4.217760086
Mongolia,MNG,2004,4.379469872
Mongolia,MNG,2005,4.242050171
Mongolia,MNG,2006,3.979670048
Mongolia,MNG,2007,4.544449806
Mongolia,MNG,2008,5.618840218
Mongolia,MNG,2009,5.845260143
Mongolia,MNG,2010,6.042749882
Mongolia,MNG,2011,6.199440002
Mongolia,MNG,2012,5.634359837
Mongolia,MNG,2013,4.522739887
Morocco,MAR,1998,14.8604002
Morocco,MAR,1999,13.96829033
Morocco,MAR,2000,15.4655304
Morocco,MAR,2001,14.80317974
Morocco,MAR,2002,16.74031067
Morocco,MAR,2003,16.76902008
Morocco,MAR,2004,14.27626991
Morocco,MAR,2005,12.53919029
Morocco,MAR,2006,11.3701601
Morocco,MAR,2007,10.99514961
Morocco,MAR,2008,10.36114979
Morocco,MAR,2009,10.08675957
Morocco,MAR,2010,9.601269722
Morocco,MAR,2011,8.578769684
Netherlands,NLD,1998,2.739639997
Netherlands,NLD,1999,2.780250072
Netherlands,NLD,2000,2.571099997
Netherlands,NLD,2001,2.391489983
Netherlands,NLD,2002,2.359430075
Netherlands,NLD,2003,2.409739971
Netherlands,NLD,2004,1.592700005
Netherlands,NLD,2005,1.806890011
Netherlands,NLD,2006,1.744140029
Netherlands,NLD,2007,1.788229942
Netherlands,NLD,2008,1.374709964
Netherlands,NLD,2009,1.82269001
Netherlands,NLD,2010,1.938619971
Netherlands,NLD,2011,1.72713995
Netherlands,NLD,2012,1.822649956
New Zealand,NZL,1998,3.488169909
New Zealand,NZL,1999,3.479809999
New Zealand,NZL,2000,3.52737999
New Zealand,NZL,2001,3.702460051
New Zealand,NZL,2002,4.000969887
New Zealand,NZL,2003,3.542429924
New Zealand,NZL,2004,2.683579922
New Zealand,NZL,2005,1.590989947
New Zealand,NZL,2006,1.744330049
New Zealand,NZL,2007,1.714769959
New Zealand,NZL,2008,1.706969976
New Zealand,NZL,2009,1.738150001
New Zealand,NZL,2010,1.78768003
New Zealand,NZL,2011,1.993379951
New Zealand,NZL,2012,2.06539011
New Zealand,NZL,2013,2.092819929
Niger,NER,2003,17.10014915
Niger,NER,2004,18.92213058
Niger,NER,2005,16.97710991
Niger,NER,2006,21.13657951
Niger,NER,2007,22.02886963
Niger,NER,2008,18.26651001
Niger,NER,2009,13.41802979
Niger,NER,2010,13.9986496
Niger,NER,2011,14.6336298
Niger,NER,2012,10.51340008
North Macedonia,MKD,1998,7.638539791
North Macedonia,MKD,1999,6.32310009
North Macedonia,MKD,2000,12.34774971
North Macedonia,MKD,2001,10.03691959
North Macedonia,MKD,2002,10.76368046
North Macedonia,MKD,2003,24.37125969
North Macedonia,MKD,2004,13.48913956
North Macedonia,MKD,2005,15.41629982
North Macedonia,MKD,2006,14.28652954
North Macedonia,MKD,2007,11.55574989
